,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto/ Destacado,Ingresados Si/No
252,252.0,F,Ing. Mecánica,7.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
253,253.0,F,Ing. Materiales,4.0,10.0,Si,Si,Si,1,5,1,1,3,0,0,0, ,0
254,254.0,F,Ing. Tecnologías Computacionales,7.0,10.0,Si,Si,Si,1,1,5,5,1,0,0,3, ,0
255,255.0,F,Ing. Mecánica,4.0,10.0,Si,Si,,1,1,1,3,1,0,0,0, ,0
256,256.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,Si,5,5,1,1,1,0,0,0, ,0
257,257.0,F,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,1,5,1,3,5,0,0,0, ,0
258,258.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,5,1,3,1,1,0,0,0, ,0
259,259.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,1,1,1,0,2,1,0
260,260.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
261,261.0,M,Ing. Mecánica,8.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
262,262.0,M,Ing. Materiales,8.0,10.0,Si,Si,Si,1,5,5,1,1,0,0,0, ,0
263,263.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
264,264.0,F,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,Si,5,1,1,1,1,1,1,6,2,1
265,265.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
266,266.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
267,267.0,F,Ing. Mecánica,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
268,268.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
269,269.0,M,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
270,270.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
271,271.0,M,Ing. Materiales,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
272,272.0,M,Ing. Materiales,9.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
273,273.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,3,1,0,0,0, ,0
274,274.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,Si,1,5,1,1,5,0,0,0, ,0
275,275.0,M,Ing. Tecnologías Computacionales,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
276,276.0,F,Ing. Mecánica,7.0,10.0,Si,Si,,1,1,3,1,5,0,0,0, ,0
277,277.0,F,Ing. Mecánica,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
278,278.0,F,Ing. Materiales,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
279,279.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,Si,3,1,1,5,5,1,1,4,2,1
280,280.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
281,281.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
282,282.0,F,Ing. Tecnologías Computacionales,10.0,10.0,Si,Si,Si,1,5,1,3,3,0,0,0, ,0
283,283.0,F,Ing. Manufactura,10.0,10.0,Si,Si,Si,3,1,3,5,1,0,0,0, ,0
284,284.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,3,1,3,0,0,0, ,0
285,285.0,F,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
286,286.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
287,287.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
288,288.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,3,1,1,1,3,0,0,0, ,0
289,289.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,Si,1,3,5,3,1,0,0,0, ,0
290,290.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,1,1,5,5,5,0,0,0, ,0
291,291.0,F,Ing. Mecánica,6.0,10.0,Si,Si,,1,1,1,3,1,0,0,0, ,0
292,292.0,M,Ing. Física,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
293,293.0,F,Ing. Manufactura,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
294,294.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
295,295.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,5,1,3,3,1,0,0,1, ,0
296,296.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,5,3,5,1,1,0,0,0, ,0
297,297.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
298,298.0,F,Ing. Tecnologías Computacionales,7.0,10.0,Si,Si,Si,3,1,5,1,1,0,0,0, ,0
299,299.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,1,1,3,1,0,0,0, ,0
300,300.0,F,Ing. Tecnologías Computacionales,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
301,301.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
302,302.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,1,1,3,1,0,0,0, ,0
303,303.0,F,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,3,5,1,1,1,1,1,0,2,1
304,304.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,5,3,1,1,1,0,0,0, ,0
305,305.0,M,Ing. Tecnologías Computacionales,9.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
306,306.0,M,Ing. Mecánica,14.0,10.0,Si,Si,Si,1,5,5,3,3,0,0,0, ,0
307,307.0,M,Ing. Materiales,8.0,10.0,Si,Si,Si,5,5,1,5,5,0,0,0, ,0
308,308.0,M,Ing. Mecánica,6.0,10.0,Si,Si,Si,5,1,1,1,3,0,0,0, ,0
309,309.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
310,310.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,3,1,1,0,0,0, ,0
311,311.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
312,312.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,3,3,5,3,1,0,0,0, ,0
313,313.0,F,Ing. Mecánica,6.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
314,314.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,3,1,0,0,0, ,0
315,315.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
316,316.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
317,317.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
318,318.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
319,319.0,M,Ing. Manufactura,10.0,10.0,Si,Si,Si,5,5,5,5,5,0,0,1, ,0
320,320.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,5,5,5,3,1,0,0,0, ,0
321,321.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
322,322.0,M,Ing. Materiales,7.0,10.0,Si,Si,Si,5,1,1,5,1,0,0,0, ,0
323,323.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
324,324.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,5,5,1,1,1,0,0,1, ,0
325,325.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,1,1,5,5,3,0,0,2, ,0
326,326.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
327,327.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
328,328.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
329,329.0,M,Ing. Mecánica,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
330,330.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,Si,5,1,1,1,1,0,0,1, ,0
331,331.0,M,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
332,332.0,M,Ing. Mecánica,9.0,10.0,Si,Si,Si,1,5,3,1,1,0,0,2, ,0
333,333.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
334,334.0,M,Ing. Mecánica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
335,335.0,F,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
336,336.0,F,Ing. Materiales,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
337,337.0,F,Ing. Mecánica,6.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
338,338.0,F,Ing. Mecánica,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
339,339.0,F,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,3,3,0,0,0, ,0
340,340.0,F,Ing. Materiales,6.0,10.0,Si,Si,Si,1,3,1,5,3,0,0,2, ,0
341,341.0,M,Ing. Mecánica,9.0,10.0,Si,Si,Si,5,1,1,1,5,0,0,0, ,0
342,342.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
343,343.0,F,Ing. Mecánica,10.0,10.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
344,344.0,F,Ing. Materiales,6.0,10.0,Si,Si,Si,5,5,3,1,5,1,1,5,2,1
345,345.0,F,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,Si,1,1,5,1,1,1,0,3,1,0
346,346.0,F,Ing. Mecánica,8.0,10.0,Si,Si,Si,1,1,1,5,5,0,0,0, ,0
347,347.0,F,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
348,348.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
349,349.0,M,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
350,350.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,3,1,1,0,0,0, ,0
351,351.0,M,Ing. Manufactura,8.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
352,352.0,F,Ing. Mecánica,7.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
353,353.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
354,354.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
355,355.0,M,Ing. Materiales,6.0,10.0,Si,Si,,1,3,1,3,1,0,0,0, ,0
356,356.0,M,Ing. Mecánica,9.0,10.0,Si,Si,Si,3,5,1,5,3,0,0,0, ,0
357,357.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
358,358.0,M,Ing. Aeronáutica,8.0,10.0,Si,Si,Si,5,5,1,1,3,0,0,0, ,0
359,359.0,M,Ing. Materiales,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
360,360.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
361,361.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,1,5,1,1,3,0,0,2, ,0
362,362.0,F,Ing. Tecnologías Computacionales,10.0,10.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
363,363.0,M,Ing. Mecánica,7.0,10.0,Si,Si,Si,5,5,3,1,3,1,1,3,2,1
364,364.0,M,Ing. Materiales,8.0,10.0,Si,Si,Si,1,5,1,1,3,0,0,3, ,0
365,365.0,F,Ing. Materiales,10.0,10.0,Si,Si,Si,3,5,5,3,5,0,0,0, ,0
366,366.0,F,Ing. Mecánica,10.0,10.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
367,367.0,M,Ing. Mecánica,6.0,10.0,Si,Si,Si,1,5,1,1,5,0,0,0, ,0
368,368.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,Si,3,1,5,3,5,0,0,0, ,0
369,369.0,M,Ing. Mecánica,6.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
370,370.0,M,Ing. Materiales,10.0,10.0,Si,Si,Si,1,1,1,5,1,0,0,1, ,0
371,371.0,F,Ing. Materiales,5.0,10.0,Si,Si,,1,1,1,3,5,0,0,0, ,0
372,372.0,M,Ing. Aeronáutica,8.0,10.0,Si,Si,Si,3,5,3,5,1,0,0,2, ,0
373,373.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
374,374.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
375,375.0,M,Ing. Mecánica,5.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
376,376.0,M,Ing. Mecánica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
377,377.0,F,Ing. Mecánica,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
378,378.0,F,Ing. Materiales,6.0,10.0,Si,Si,,3,1,1,1,1,0,0,0, ,0
379,379.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,3,0,0,0, ,0
380,380.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
381,381.0,M,Ing. Materiales,9.0,10.0,Si,Si,Si,5,3,1,1,5,1,1,4,2,1
382,382.0,M,Ing. Materiales,10.0,10.0,Si,Si,Si,5,1,1,1,3,0,0,0, ,0
383,383.0,M,Ing. Mecánica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
384,384.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
385,385.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
386,386.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
387,387.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,5,5,1,1,1,0,0,2, ,0
388,388.0,F,Ing. Materiales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
389,389.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,1,3,1,1,1,1,0,1,1,1
390,390.0,M,Ing. Materiales,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
391,391.0,M,Ing. Mecánica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
392,392.0,F,Ing. Mecánica,8.0,10.0,Si,Si,,1,3,3,1,1,0,0,0, ,0
393,393.0,M,Ing. Tecnologías Computacionales,8.0,10.0,Si,Si,,1,3,1,1,5,0,0,0, ,0
394,394.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
395,395.0,M,Ing. Mecánica,6.0,10.0,Si,Si,Si,5,5,3,1,3,0,0,2, ,0
396,396.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,3,1,0,0,0, ,0
397,397.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,3,5,0,0,0, ,0
398,398.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
399,399.0,M,Ing. Mecánica,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
400,400.0,F,Ing. Mecánica,6.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
401,401.0,F,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,3,1,3,5,0,0,0, ,0
402,402.0,F,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
403,403.0,M,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,Si,1,3,5,5,1,0,0,0, ,0
404,404.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
405,405.0,M,Ing. Manufactura,10.0,10.0,Si,Si,Si,1,5,1,3,5,0,0,0, ,0
406,406.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
407,407.0,F,Ing. Mecánica,9.0,10.0,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
408,408.0,M,Ing. Materiales,6.0,10.0,Si,Si,Si,5,1,1,1,5,0,0,0, ,0
409,409.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
410,410.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,Si,1,1,3,5,1,0,0,2, ,0
411,411.0,F,Ing. Mecánica,7.0,10.0,Si,Si,Si,1,5,1,3,1,0,0,0, ,0
412,412.0,M,Ing. Mecánica,8.0,10.0,Si,Si,Si,5,1,1,5,1,0,0,2, ,0
413,413.0,M,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
414,414.0,F,Ing. Industrial,,,Si,Si,,0,0,0,0,0,0,0,0, ,0
415,415.0,M,Ing. Mecánica,14.0,,Si,Si,Si,5,5,1,5,5,0,0,6, ,0
416,416.0,M,Ing. Mecatrónica/Electrónica,,,Si,Si,,1,3,1,3,1,0,0,0, ,0
417,417.0,M,Ing. Industrial,,,Si,Si,Si,5,1,5,1,1,0,0,1, ,0
418,418.0,M,Ing. Mecánica,,,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
419,419.0,M,Ing. Industrial,,,Si,Si,Si,5,5,1,1,5,0,0,0, ,0
420,420.0,F,Ing. Mecánica,,,Si,Si,Si,5,5,3,5,1,0,0,4, ,0
421,421.0,F,Ing. Minas,8.0,9.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
422,422.0,M,Ing. Minas,6.0,9.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
423,423.0,M,Ing. Minas,7.0,9.0,Si,Si,,3,3,1,1,1,0,0,0, ,0
424,424.0,F,Ing. Mecatrónica/Electrónica,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
425,425.0,F,Ing. Bioquímica,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
426,426.0,F,Ing. Industrial,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
427,427.0,M,Ing. Industrial,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
428,428.0,M,Ing. Gestión Empresarial,6.0,10.0,Si,Si,,1,1,1,3,3,0,0,0, ,0
429,429.0,F,Ing. Gestión Empresarial,6.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
430,430.0,M,Administración ,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
431,431.0,M,Ing. Gestión Empresarial,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
432,432.0,M,Tecnologías Computacionales,8.0,10.0,Si,Si,,1,3,1,1,1,0,0,0, ,0
433,433.0,M,Ing. Industrial,10.0,10.0,Si,Si,Si,1,5,1,5,5,0,0,1, ,0
434,434.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
435,435.0,F,Ing. Industrial,6.0,10.0,Si,Si,Si,1,5,1,1,5,0,0,3, ,0
436,436.0,F,Ing. Gestión Empresarial,8.0,10.0,Si,Si,,1,1,1,3,3,0,0,0, ,0
437,437.0,F,Ing. Gestión Empresarial,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
438,438.0,M,Ing. Química,8.0,,Si,Si,,3,1,1,1,1,0,0,0, ,0
439,439.0,M,Ing. Mecánica,8.0,,Si,Si,,1,1,1,3,3,0,0,0, ,0
440,440.0,F,Ing. Química,8.0,,Si,Si,,1,1,1,1,3,0,0,0, ,0
441,441.0,M,Ing. Mecánica,8.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
442,442.0,M,Ing. Química,14.0,,Si,Si,Si,5,5,1,1,1,0,0,0, ,0
443,443.0,F,Ing. Química,14.0,,Si,Si,Si,1,1,5,1,3,0,0,2, ,0
444,444.0,M,Ing. Mecánica,6.0,,Si,Si,,3,3,1,1,1,0,0,0, ,0
445,445.0,M,Ing. Química,8.0,,Si,Si,Si,1,5,1,1,3,0,0,0, ,0
446,446.0,M,Ing. Química,8.0,,Si,Si,Si,5,1,1,1,3,0,0,0, ,0
447,447.0,M,Ing. Mecánica,14.0,,Si,Si,Si,1,3,5,1,1,0,0,3, ,0
448,448.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,Si,1,1,1,5,1,0,0,0, ,0
449,449.0,M,Ing. Mecánica,6.0,,Si,Si,,1,1,1,3,1,0,0,0, ,0
450,450.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
451,451.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
452,452.0,F,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,1,1,3,3,1,0,0,0, ,0
453,453.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
454,454.0,M,Ing. Industrial,7.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
455,455.0,M,Ing. Industrial,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
456,456.0,M,Ing. Mecánica,10.0,,Si,Si,Si,1,1,1,5,1,0,0,2, ,0
457,457.0,M,Ing. Mecánica,8.0,,Si,Si,Si,3,5,1,5,1,0,0,0, ,0
458,458.0,M,Ing. Industrial,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
459,459.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,Si,1,1,1,5,1,0,0,0, ,0
460,460.0,M,Ing. Mecánica,10.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
461,461.0,M,Ing. Mecánica,10.0,,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
462,462.0,M,Ing. Mecatrónica/Electrónica,10.0,,Si,Si,Si,5,3,5,5,5,0,0,0, ,0
463,463.0,M,Ing. Industrial,8.0,,Si,Si,,0,0,0,0,0,1,1,0,2,1
464,464.0,M,Ing. Mecánica,8.0,,Si,Si,Si,5,3,1,1,3,0,0,2, ,0
465,465.0,M,Ing. Mecatrónica/Electrónica,10.0,,Si,Si,Si,1,5,1,1,1,0,0,0, ,0
466,466.0,F,Ing. Mecánica,9.0,,Si,Si,Si,1,5,3,5,5,0,0,2, ,0
467,467.0,M,Ing. Mecánica,10.0,10.0,Si,Si,Si,1,5,1,3,3,0,0,3, ,0
468,468.0,F,Ing. Ambiental,14.0,,Si,Si,,1,3,1,1,1,0,0,0, ,0
469,469.0,F,Ing. Industrial,8.0,10.0,Si,Si,,1,3,1,1,3,0,0,0, ,0
470,470.0,F,Ing. Mecánica,10.0,,Si,Si,Si,1,1,5,5,3,0,0,3, ,0
471,471.0,M,Ing. Mecatrónica/Electrónica,10.0,,Si,Si,Si,5,1,1,1,3,0,0,0, ,0
472,472.0,M,Ing. Mecánica,10.0,,Si,Si,,1,1,1,3,3,0,0,0, ,0
473,473.0,M,Ing. Logística,9.0,,Si,Si,Si,5,3,1,3,1,0,0,0, ,0
474,474.0,M,Ing. Química,10.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
475,475.0,M,Ing. Química,8.0,,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
476,476.0,F,Ing. Mecatrónica/Electrónica,6.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
477,477.0,F,Ing. Mecánica,6.0,10.0,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
478,478.0,M,Ing. Mecánica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
479,479.0,M,Ing. Mecatrónica/Electrónica,7.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
480,480.0,M,Ing. Tecnología de Software,10.0,,Si,Si,Si,5,1,1,1,3,0,0,0, ,0
481,481.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,Si,1,1,5,1,1,0,0,0, ,0
482,482.0,M,Ing. Mecatrónica/Electrónica,9.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
483,483.0,M,Ing. Administración de Sistemas,10.0,,Si,Si,,1,1,1,1,5,0,0,0, ,0
484,484.0,F,Ing. Tecnología de Software,5.0,,Si,Si,Si,5,1,1,1,5,0,0,0, ,0
485,485.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
486,486.0,M,Ing. Mecatrónica/Electrónica,7.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
487,487.0,F,Ing. Mecánica,6.0,10.0,Si,Si,Si,1,1,5,3,1,0,0,6, ,0
488,488.0,M,Ing. Mecatrónica/Electrónica,7.0,,Si,Si,Si,5,1,1,1,1,0,0,0, ,0
489,489.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
490,490.0,F,Ing. Administración de Sistemas,8.0,,Si,Si,Si,3,1,1,5,5,0,0,0, ,0
491,491.0,M,Ing. Administración de Sistemas,8.0,,Si,Si,Si,5,1,1,1,1,0,0,0, ,0
492,492.0,M,Ing. Administración de Sistemas,7.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
493,493.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
494,494.0,M,Ing. Manufactura,8.0,,Si,Si,,1,1,1,3,1,0,0,0, ,0
495,495.0,M,Ing. Tecnología de Software,7.0,,Si,Si,Si,5,1,1,3,1,0,0,0, ,0
496,496.0,M,Ing. Mecánica,7.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
497,497.0,M,Ing. Mecatrónica/Electrónica,8.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
498,498.0,M,Ing. Mecánica,6.0,10.0,Si,Si,Si,5,1,1,1,1,0,0,0, ,0
499,499.0,F,Ing. Mecánica,6.0,,Si,Si,,1,1,1,1,3,0,0,0, ,0
